ward_id,timestamp,rain_mm_idw
TP Cần Thơ | Liêu Tú,2025-11-16 15:00,3.729833043793317
TP Cần Thơ | Liêu Tú,2025-11-16 20:00,1.3683892341078578
TP Cần Thơ | Liêu Tú,2025-11-16 21:00,10.849206978858978
TP Cần Thơ | Liêu Tú,2025-11-16 22:00,1.5854046223051632
TP Cần Thơ | Liêu Tú,2025-11-16 23:00,1.0834330712220548
TP Cần Thơ | Liêu Tú,2025-11-17 00:00,1.0451849416678538
TP Cần Thơ | Liêu Tú,2025-11-17 05:00,1.016577309543664
TP Cần Thơ | Liêu Tú,2025-11-17 06:00,1.3742997711166929
TP Cần Thơ | Liêu Tú,2025-11-17 07:00,1.4627334348042438
TP Cần Thơ | Liêu Tú,2025-11-17 10:00,2.978691328602795
TP Cần Thơ | Liêu Tú,2025-11-17 11:00,4.741836846524992
TP Cần Thơ | Liêu Tú,2025-11-17 12:00,6.051728027632857
TP Cần Thơ | Liêu Tú,2025-11-17 13:00,2.6481015466902185
TP Cần Thơ | Liêu Tú,2025-11-17 14:00,5.889763032256164
TP Cần Thơ | Liêu Tú,2025-11-17 15:00,4.23293864742894
TP Cần Thơ | Liêu Tú,2025-11-17 16:00,1.3991920061295442
TP Cần Thơ | Liêu Tú,2025-11-18 13:00,1.261525373158091
TP Cần Thơ | Liêu Tú,2025-11-19 00:00,1.3271584531257314
TP Cần Thơ | Long Bình,2025-11-16 14:00,4.331936786443376
TP Cần Thơ | Long Bình,2025-11-16 15:00,5.277358227096741
TP Cần Thơ | Long Bình,2025-11-16 16:00,4.476970552168507
TP Cần Thơ | Long Bình,2025-11-16 17:00,8.46052303222901
TP Cần Thơ | Long Bình,2025-11-16 18:00,5.69432909967956
TP Cần Thơ | Long Bình,2025-11-16 22:00,2.0660131156118924
TP Cần Thơ | Long Bình,2025-11-16 23:00,1.9603268247853851
TP Cần Thơ | Long Bình,2025-11-17 00:00,1.1054632698150602
TP Cần Thơ | Long Bình,2025-11-17 07:00,1.3511785988184608
TP Cần Thơ | Long Bình,2025-11-17 11:00,9.839436679506484
TP Cần Thơ | Long Bình,2025-11-17 12:00,3.3913451322556347
TP Cần Thơ | Long Bình,2025-11-17 13:00,5.444310848914314
TP Cần Thơ | Long Bình,2025-11-17 14:00,4.982770622347305
TP Cần Thơ | Long Bình,2025-11-17 15:00,5.196377884044902
TP Cần Thơ | Long Bình,2025-11-17 16:00,9.057859739201334
TP Cần Thơ | Long Bình,2025-11-18 13:00,1.5122322019100558
TP Cần Thơ | Long Bình,2025-11-19 02:00,1.4359571732573368
TP Cần Thơ | Long Hưng,2025-11-13 21:00,1.0881200219148808
TP Cần Thơ | Long Hưng,2025-11-16 13:00,5.781419594807984
TP Cần Thơ | Long Hưng,2025-11-16 14:00,6.752784011218027
TP Cần Thơ | Long Hưng,2025-11-16 15:00,10.023396704938827
TP Cần Thơ | Long Hưng,2025-11-16 16:00,1.375700223343981
TP Cần Thơ | Long Hưng,2025-11-16 17:00,2.380406458618591
TP Cần Thơ | Long Hưng,2025-11-16 21:00,1.3315955713317733
TP Cần Thơ | Long Hưng,2025-11-16 22:00,3.134322618537398
TP Cần Thơ | Long Hưng,2025-11-16 23:00,1.453099417830484
TP Cần Thơ | Long Hưng,2025-11-17 00:00,1.658376184661743
TP Cần Thơ | Long Hưng,2025-11-17 10:00,2.9874678096492646
